0.000000	1.000000	0.000000
0.001000	1.000000	-0.001000
0.002000	0.999999	-0.002000
0.003000	0.999997	-0.003000
0.004000	0.999994	-0.004000
0.005000	0.999990	-0.005000
0.006000	0.999985	-0.006000
0.007000	0.999979	-0.007000
0.008000	0.999972	-0.008000
0.009000	0.999964	-0.009000
0.010000	0.999955	-0.010000
0.011000	0.999945	-0.011000
0.012000	0.999934	-0.012000
0.013000	0.999922	-0.013000
0.014000	0.999909	-0.014000
0.015000	0.999895	-0.015000
0.016000	0.999880	-0.015999
0.017000	0.999864	-0.016999
0.018000	0.999847	-0.017999
0.019000	0.999829	-0.018999
0.020000	0.999810	-0.019999
0.021000	0.999790	-0.020999
0.022000	0.999769	-0.021998
0.023000	0.999747	-0.022998
0.024000	0.999724	-0.023998
0.025000	0.999700	-0.024998
0.026000	0.999675	-0.025997
0.027000	0.999649	-0.026997
0.028000	0.999622	-0.027997
0.029000	0.999594	-0.028996
0.030000	0.999565	-0.029996
0.031000	0.999535	-0.030996
0.032000	0.999504	-0.031995
0.033000	0.999472	-0.032995
0.034000	0.999439	-0.033994
0.035000	0.999405	-0.034993
0.036000	0.999370	-0.035993
0.037000	0.999334	-0.036992
0.038000	0.999297	-0.037992
0.039000	0.999259	-0.038991
0.040000	0.999220	-0.039990
0.041000	0.999180	-0.040989
0.042000	0.999139	-0.041989
0.043000	0.999097	-0.042988
0.044000	0.999054	-0.043987
0.045000	0.999010	-0.044986
0.046000	0.998965	-0.045985
0.047000	0.998919	-0.046984
0.048000	0.998872	-0.047983
0.049000	0.998824	-0.048982
0.050000	0.998775	-0.049980
0.051000	0.998725	-0.050979
0.052000	0.998674	-0.051978
0.053000	0.998622	-0.052977
0.054000	0.998569	-0.053975
0.055000	0.998515	-0.054974
0.056000	0.998460	-0.055972
0.057000	0.998404	-0.056971
0.058000	0.998347	-0.057969
0.059000	0.998289	-0.058967
0.060000	0.998230	-0.059966
0.061000	0.998171	-0.060964
0.062000	0.998110	-0.061962
0.063000	0.998048	-0.062960
0.064000	0.997985	-0.063958
0.065000	0.997921	-0.064956
0.066000	0.997856	-0.065954
0.067000	0.997790	-0.066952
0.068000	0.997723	-0.067950
0.069000	0.997655	-0.068948
0.070000	0.997586	-0.069945
0.071000	0.997516	-0.070943
0.072000	0.997445	-0.071940
0.073000	0.997373	-0.072938
0.074000	0.997300	-0.073935
0.075000	0.997226	-0.074932
0.076000	0.997151	-0.075930
0.077000	0.997075	-0.076927
0.078000	0.996998	-0.077924
0.079000	0.996921	-0.078921
0.080000	0.996842	-0.079918
0.081000	0.996762	-0.080915
0.082000	0.996681	-0.081911
0.083000	0.996599	-0.082908
0.084000	0.996516	-0.083905
0.085000	0.996432	-0.084901
0.086000	0.996347	-0.085898
0.087000	0.996261	-0.086894
0.088000	0.996174	-0.087890
0.089000	0.996086	-0.088886
0.090000	0.995998	-0.089883
0.091000	0.995908	-0.090879
0.092000	0.995817	-0.091874
0.093000	0.995725	-0.092870
0.094000	0.995632	-0.093866
0.095000	0.995538	-0.094862
0.096000	0.995443	-0.095857
0.097000	0.995347	-0.096853
0.098000	0.995251	-0.097848
0.099000	0.995153	-0.098843
0.100000	0.995054	-0.099838
0.101000	0.994954	-0.100833
0.102000	0.994853	-0.101828
0.103000	0.994751	-0.102823
0.104000	0.994649	-0.103818
0.105000	0.994545	-0.104813
0.106000	0.994440	-0.105807
0.107000	0.994334	-0.106802
0.108000	0.994227	-0.107796
0.109000	0.994120	-0.108790
0.110000	0.994011	-0.109784
0.111000	0.993901	-0.110778
0.112000	0.993790	-0.111772
0.113000	0.993678	-0.112766
0.114000	0.993566	-0.113760
0.115000	0.993452	-0.114753
0.116000	0.993337	-0.115747
0.117000	0.993221	-0.116740
0.118000	0.993105	-0.117733
0.119000	0.992987	-0.118726
0.120000	0.992868	-0.119719
0.121000	0.992748	-0.120712
0.122000	0.992628	-0.121705
0.123000	0.992506	-0.122698
0.124000	0.992383	-0.123690
0.125000	0.992260	-0.124682
0.126000	0.992135	-0.125675
0.127000	0.992009	-0.126667
0.128000	0.991883	-0.127659
0.129000	0.991755	-0.128651
0.130000	0.991626	-0.129643
0.131000	0.991497	-0.130634
0.132000	0.991366	-0.131626
0.133000	0.991234	-0.132617
0.134000	0.991102	-0.133608
0.135000	0.990968	-0.134599
0.136000	0.990834	-0.135590
0.137000	0.990698	-0.136581
0.138000	0.990561	-0.137572
0.139000	0.990424	-0.138562
0.140000	0.990285	-0.139553
0.141000	0.990146	-0.140543
0.142000	0.990005	-0.141533
0.143000	0.989864	-0.142523
0.144000	0.989721	-0.143513
0.145000	0.989578	-0.144503
0.146000	0.989433	-0.145492
0.147000	0.989288	-0.146482
0.148000	0.989141	-0.147471
0.149000	0.988994	-0.148460
0.150000	0.988845	-0.149449
0.151000	0.988696	-0.150438
0.152000	0.988545	-0.151427
0.153000	0.988394	-0.152415
0.154000	0.988242	-0.153404
0.155000	0.988088	-0.154392
0.156000	0.987934	-0.155380
0.157000	0.987778	-0.156368
0.158000	0.987622	-0.157356
0.159000	0.987465	-0.158343
0.160000	0.987306	-0.159331
0.161000	0.987147	-0.160318
0.162000	0.986987	-0.161305
0.163000	0.986825	-0.162292
0.164000	0.986663	-0.163279
0.165000	0.986500	-0.164266
0.166000	0.986335	-0.165252
0.167000	0.986170	-0.166239
0.168000	0.986004	-0.167225
0.169000	0.985837	-0.168211
0.170000	0.985669	-0.169197
0.171000	0.985499	-0.170182
0.172000	0.985329	-0.171168
0.173000	0.985158	-0.172153
0.174000	0.984986	-0.173138
0.175000	0.984813	-0.174123
0.176000	0.984639	-0.175108
0.177000	0.984463	-0.176093
0.178000	0.984287	-0.177077
0.179000	0.984110	-0.178062
0.180000	0.983932	-0.179046
0.181000	0.983753	-0.180030
0.182000	0.983573	-0.181013
0.183000	0.983392	-0.181997
0.184000	0.983210	-0.182980
0.185000	0.983027	-0.183963
0.186000	0.982843	-0.184947
0.187000	0.982658	-0.185929
0.188000	0.982472	-0.186912
0.189000	0.982285	-0.187894
0.190000	0.982098	-0.188877
0.191000	0.981909	-0.189859
0.192000	0.981719	-0.190841
0.193000	0.981528	-0.191823
0.194000	0.981336	-0.192804
0.195000	0.981143	-0.193785
0.196000	0.980950	-0.194767
0.197000	0.980755	-0.195747
0.198000	0.980559	-0.196728
0.199000	0.980362	-0.197709
0.200000	0.980165	-0.198689
0.201000	0.979966	-0.199669
0.202000	0.979766	-0.200649
0.203000	0.979566	-0.201629
0.204000	0.979364	-0.202609
0.205000	0.979161	-0.203588
0.206000	0.978958	-0.204567
0.207000	0.978753	-0.205546
0.208000	0.978548	-0.206525
0.209000	0.978341	-0.207503
0.210000	0.978134	-0.208482
0.211000	0.977925	-0.209460
0.212000	0.977716	-0.210438
0.213000	0.977505	-0.211415
0.214000	0.977294	-0.212393
0.215000	0.977081	-0.213370
0.216000	0.976868	-0.214347
0.217000	0.976654	-0.215324
0.218000	0.976438	-0.216301
0.219000	0.976222	-0.217277
0.220000	0.976005	-0.218254
0.221000	0.975787	-0.219230
0.222000	0.975567	-0.220205
0.223000	0.975347	-0.221181
0.224000	0.975126	-0.222156
0.225000	0.974904	-0.223131
0.226000	0.974681	-0.224106
0.227000	0.974457	-0.225081
0.228000	0.974231	-0.226055
0.229000	0.974005	-0.227030
0.230000	0.973778	-0.228004
0.231000	0.973550	-0.228977
0.232000	0.973321	-0.229951
0.233000	0.973091	-0.230924
0.234000	0.972861	-0.231897
0.235000	0.972629	-0.232870
0.236000	0.972396	-0.233843
0.237000	0.972162	-0.234815
0.238000	0.971927	-0.235787
0.239000	0.971691	-0.236759
0.240000	0.971455	-0.237731
0.241000	0.971217	-0.238703
0.242000	0.970978	-0.239674
0.243000	0.970738	-0.240645
0.244000	0.970498	-0.241615
0.245000	0.970256	-0.242586
0.246000	0.970014	-0.243556
0.247000	0.969770	-0.244526
0.248000	0.969526	-0.245496
0.249000	0.969280	-0.246466
0.250000	0.969034	-0.247435
0.251000	0.968786	-0.248404
0.252000	0.968538	-0.249373
0.253000	0.968288	-0.250341
0.254000	0.968038	-0.251309
0.255000	0.967787	-0.252277
0.256000	0.967534	-0.253245
0.257000	0.967281	-0.254213
0.258000	0.967027	-0.255180
0.259000	0.966772	-0.256147
0.260000	0.966516	-0.257114
0.261000	0.966259	-0.258080
0.262000	0.966000	-0.259047
0.263000	0.965741	-0.260013
0.264000	0.965481	-0.260978
0.265000	0.965220	-0.261944
0.266000	0.964958	-0.262909
0.267000	0.964696	-0.263874
0.268000	0.964432	-0.264839
0.269000	0.964167	-0.265803
0.270000	0.963901	-0.266767
0.271000	0.963634	-0.267731
0.272000	0.963367	-0.268695
0.273000	0.963098	-0.269658
0.274000	0.962828	-0.270621
0.275000	0.962558	-0.271584
0.276000	0.962286	-0.272547
0.277000	0.962013	-0.273509
0.278000	0.961740	-0.274471
0.279000	0.961465	-0.275433
0.280000	0.961190	-0.276394
0.281000	0.960914	-0.277355
0.282000	0.960636	-0.278316
0.283000	0.960358	-0.279277
0.284000	0.960079	-0.280237
0.285000	0.959798	-0.281197
0.286000	0.959517	-0.282157
0.287000	0.959235	-0.283117
0.288000	0.958952	-0.284076
0.289000	0.958668	-0.285035
0.290000	0.958383	-0.285994
0.291000	0.958097	-0.286952
0.292000	0.957810	-0.287910
0.293000	0.957522	-0.288868
0.294000	0.957233	-0.289825
0.295000	0.956943	-0.290783
0.296000	0.956653	-0.291740
0.297000	0.956361	-0.292696
0.298000	0.956068	-0.293653
0.299000	0.955774	-0.294609
0.300000	0.955480	-0.295564
0.301000	0.955184	-0.296520
0.302000	0.954888	-0.297475
0.303000	0.954590	-0.298430
0.304000	0.954292	-0.299385
0.305000	0.953992	-0.300339
0.306000	0.953692	-0.301293
0.307000	0.953391	-0.302247
0.308000	0.953089	-0.303200
0.309000	0.952785	-0.304153
0.310000	0.952481	-0.305106
0.311000	0.952176	-0.306058
0.312000	0.951870	-0.307010
0.313000	0.951563	-0.307962
0.314000	0.951255	-0.308914
0.315000	0.950946	-0.309865
0.316000	0.950636	-0.310816
0.317000	0.950325	-0.311767
0.318000	0.950014	-0.312717
0.319000	0.949701	-0.313667
0.320000	0.949387	-0.314617
0.321000	0.949073	-0.315566
0.322000	0.948757	-0.316515
0.323000	0.948441	-0.317464
0.324000	0.948123	-0.318412
0.325000	0.947805	-0.319361
0.326000	0.947485	-0.320308
0.327000	0.947165	-0.321256
0.328000	0.946844	-0.322203
0.329000	0.946522	-0.323150
0.330000	0.946198	-0.324096
0.331000	0.945874	-0.325043
